review_id,customer_name,age,brand,model,price_usd,price_local,currency,exchange_rate_to_usd,rating,sentiment,country,language,review_date,verified_purchase,battery_life_rating,camera_rating,performance_rating,design_rating,display_rating,helpful_votes,source,engagement_score,price_bucket,review_month,age_group,segment
14287,John Patrick,18,Realme,Realme Narzo 70,544.32,832.81,AUD,1.53,4.0,Positive,Australia,English,2024-09-18,True,3,5,4,3,3,4,Unknown,7,"(443.994, 707.968]",2024-09,18-25,Budget
14288,Pauline Gray,31,OnePlus,OnePlus 11R,919.55,717.25,GBP,0.78,4.0,Positive,UK,English,2024-11-16,True,5,3,4,3,2,6,AliExpress,9,"(707.968, 971.942]",2024-11,26-35,Upper-mid
14289,Jack Rice,43,Xiaomi,Mi 13 Pro,462.19,360.51,GBP,0.78,3.0,Positive,UK,English,2024-08-07,True,3,3,2,2,1,6,eBay,9,"(443.994, 707.968]",2024-08,36-45,Mid-range
14290,Sr. Murilo Aparecida,33,Apple,iPhone 13,1236.16,7046.11,BRL,5.7,2.0,Neutral,Brazil,Portuguese,2024-04-11,True,1,2,2,1,1,2,BestBuy,5,"(1235.916, 1499.89]",2024-04,26-35,Premium
14291,Rebekka Ullrich,31,Samsung,Galaxy A55,1232.66,1146.37,EUR,0.93,3.0,Neutral,Germany,German,2025-03-17,True,1,5,3,4,2,1,eBay,4,"(971.942, 1235.916]",2025-03,26-35,Premium
14292,Mr. Kenneth Miller,25,Samsung,Galaxy S24,1093.02,1508.37,CAD,1.38,1.0,Negative,Canada,English,2022-12-20,True,1,1,1,1,1,0,eBay,3,"(971.942, 1235.916]",2022-12,18-25,Premium
14293,Daniela Gomes,32,Apple,iPhone 14,1360.22,7753.25,BRL,5.7,3.0,Neutral,Brazil,Portuguese,2023-07-05,True,1,1,4,3,3,5,BestBuy,8,"(1235.916, 1499.89]",2023-07,26-35,Premium
14294,Dipl.-Ing. Frederike Lindner B.Sc.,41,Google,Pixel 8,850.06,790.56,EUR,0.93,2.0,Neutral,Germany,German,2024-08-26,True,1,1,2,1,2,3,eBay,6,"(707.968, 971.942]",2024-08,36-45,Upper-mid
14295,Mark Hodgson-Lowe,18,Google,Pixel 7a,722.05,563.2,GBP,0.78,1.0,Neutral,UK,English,2025-06-05,False,1,1,2,1,1,1,BestBuy,1,"(707.968, 971.942]",2025-06,18-25,Upper-mid
14296,Dr Christopher Morrison,29,Xiaomi,Poco X6,412.65,321.87,GBP,0.78,4.0,Positive,UK,English,2024-05-02,False,4,3,4,5,4,5,BestBuy,5,"(178.7, 443.994]",2024-05,26-35,Mid-range
14297,Scott Garcia,19,Google,Pixel 8,1006.02,1388.31,CAD,1.38,5.0,Positive,Canada,English,2025-03-03,True,5,3,4,5,4,4,eBay,7,"(971.942, 1235.916]",2025-03,18-25,Upper-mid
14298,Kenneth Boyer,19,Samsung,Galaxy S24,475.82,728.0,AUD,1.53,4.0,Positive,Australia,English,2022-11-18,True,5,3,4,1,5,3,Flipkart,6,"(443.994, 707.968]",2022-11,18-25,Premium
14299,Ing. Joanna Losekann B.Eng.,18,Google,Pixel 6,849.65,790.17,EUR,0.93,1.0,Negative,Germany,German,2023-09-27,True,1,1,1,2,1,3,Flipkart,6,"(707.968, 971.942]",2023-09,18-25,Upper-mid
14300,Robert Johnson,29,Google,Pixel 7a,908.25,3333.28,AED,3.67,4.0,Positive,UAE,English,2024-11-25,False,2,4,3,3,4,8,AliExpress,8,"(707.968, 971.942]",2024-11,26-35,Upper-mid
14301,William Vazquez,38,Motorola,Edge 50,657.66,2413.61,AED,3.67,4.0,Positive,UAE,English,2023-08-25,False,2,2,2,3,4,7,Amazon,7,"(443.994, 707.968]",2023-08,36-45,Mid-range
14302,Dennis Hancock,42,Realme,Realme 12 Pro,554.57,554.57,USD,1.0,2.0,Negative,USA,English,2023-05-19,True,2,1,2,1,2,1,Unknown,4,"(443.994, 707.968]",2023-05,36-45,Budget
14303,Maria Luísa Pacheco,34,Motorola,Moto G Power,596.82,3401.87,BRL,5.7,3.0,Neutral,Brazil,Portuguese,2023-03-17,True,2,2,2,1,1,0,BestBuy,3,"(443.994, 707.968]",2023-03,26-35,Mid-range
14304,Jagdish Soman,41,Realme,Realme Narzo 70,203.16,16862.28,INR,83.0,4.0,Positive,India,Hindi,2024-03-01,False,3,3,3,3,2,2,AliExpress,2,"(178.7, 443.994]",2024-03,36-45,Budget
14305,Rachana Kamdar,18,Realme,Realme Narzo 70,445.03,36937.49,INR,83.0,5.0,Positive,India,Hindi,2023-11-14,False,3,5,5,4,5,3,eBay,3,"(443.994, 707.968]",2023-11,18-25,Budget
14306,Margrit Höfig,47,Realme,Realme Narzo 70,299.25,278.3,EUR,0.93,3.0,Positive,Germany,German,2025-04-27,True,2,2,2,2,2,5,eBay,8,"(178.7, 443.994]",2025-04,46-55,Budget
14307,Ati Gara,18,Apple,iPhone 13,1381.91,114698.53,INR,83.0,3.0,Neutral,India,Hindi,2023-07-17,True,2,3,4,3,3,1,Flipkart,4,"(1235.916, 1499.89]",2023-07,18-25,Premium
14308,Oliver Vargas,47,Google,Pixel 7a,828.19,4720.68,BRL,5.7,3.0,Positive,Brazil,Portuguese,2025-03-22,True,3,3,5,4,3,3,AliExpress,6,"(707.968, 971.942]",2025-03,46-55,Upper-mid
14309,Laura Hernandez,18,Apple,iPhone SE,1175.18,1621.75,CAD,1.38,3.0,Neutral,Canada,English,2024-04-07,True,3,3,1,2,2,1,Flipkart,4,"(971.942, 1235.916]",2024-04,18-25,Premium
14310,Cynthia Smith,51,OnePlus,OnePlus Nord 3,448.5,686.2,AUD,1.53,3.0,Positive,Australia,English,2024-04-17,True,2,3,4,2,3,6,Amazon,9,"(443.994, 707.968]",2024-04,46-55,Upper-mid
14311,Triveni Pillay,22,Motorola,Edge 50,460.02,38181.66,INR,83.0,3.0,Positive,India,Hindi,2024-07-13,True,3,4,2,4,2,4,Amazon,7,"(443.994, 707.968]",2024-07,18-25,Mid-range
14312,Tiffany King,22,Google,Pixel 6,967.86,1480.83,AUD,1.53,5.0,Positive,Australia,English,2024-01-15,True,5,5,4,4,5,5,BestBuy,8,"(707.968, 971.942]",2024-01,18-25,Upper-mid
14313,Michelle Atkins,24,Motorola,Razr 40,425.1,586.64,CAD,1.38,2.0,Neutral,Canada,English,2024-12-17,True,1,3,1,1,3,1,Flipkart,4,"(178.7, 443.994]",2024-12,18-25,Mid-range
14314,Sarah Roberts,32,Google,Pixel 6,974.05,1490.3,AUD,1.53,4.0,Positive,Australia,English,2025-03-06,True,2,3,4,3,4,10,eBay,13,"(971.942, 1235.916]",2025-03,26-35,Upper-mid
14315,Isabella Barros,29,Realme,Realme 12 Pro,199.8,1138.86,BRL,5.7,2.0,Neutral,Brazil,Portuguese,2025-05-23,False,1,1,2,1,1,1,eBay,1,"(178.7, 443.994]",2025-05,26-35,Budget
14316,Ridhi Gade,23,OnePlus,OnePlus Nord 3,437.83,36339.89,INR,83.0,4.0,Positive,India,Hindi,2024-09-24,True,3,4,4,4,4,9,Unknown,12,"(178.7, 443.994]",2024-09,18-25,Upper-mid
14317,Yashawini Kadakia,34,OnePlus,OnePlus 12,750.97,62330.51,INR,83.0,1.0,Negative,India,Hindi,2024-01-13,True,1,1,1,1,1,2,Flipkart,5,"(707.968, 971.942]",2024-01,26-35,Upper-mid
14318,Kevin Jennings,33,OnePlus,OnePlus 11R,528.51,1939.63,AED,3.67,4.0,Positive,UAE,English,2023-08-09,True,4,3,3,2,4,5,Amazon,8,"(443.994, 707.968]",2023-08,26-35,Upper-mid
14319,Tyler Miller,20,Apple,iPhone 13,780.9,1194.78,AUD,1.53,3.0,Neutral,Australia,English,2025-03-05,True,3,2,1,3,2,4,BestBuy,7,"(707.968, 971.942]",2025-03,18-25,Premium
14320,Hans-Jörg Spieß,34,Motorola,Razr 40,511.44,475.64,EUR,0.93,5.0,Positive,Germany,German,2024-10-27,True,4,4,4,5,5,6,BestBuy,9,"(443.994, 707.968]",2024-10,26-35,Mid-range
14321,William Hayes,40,OnePlus,OnePlus 11R,447.46,447.46,USD,1.0,1.0,Negative,USA,English,2023-03-16,True,1,1,1,2,1,1,BestBuy,4,"(443.994, 707.968]",2023-03,36-45,Upper-mid
14322,Darrell Williams,24,Apple,iPhone 14,783.6,2875.81,AED,3.67,3.0,Negative,UAE,English,2023-01-12,False,2,2,3,3,3,4,BestBuy,4,"(707.968, 971.942]",2023-01,18-25,Premium
14323,Katherine Robinson,31,Apple,iPhone 13,1216.8,1861.7,AUD,1.53,2.0,Neutral,Australia,English,2023-02-01,True,1,1,2,2,2,2,Flipkart,5,"(971.942, 1235.916]",2023-02,26-35,Premium
14324,Deepa Nagarajan,34,OnePlus,OnePlus 12,490.96,40749.68,INR,83.0,2.0,Neutral,India,Hindi,2024-09-27,True,2,2,1,1,1,3,Amazon,6,"(443.994, 707.968]",2024-09,26-35,Upper-mid
14325,Deborah Wells,18,Samsung,Galaxy Note 20,548.51,839.22,AUD,1.53,2.0,Neutral,Australia,English,2025-05-31,False,2,1,1,1,4,0,eBay,0,"(443.994, 707.968]",2025-05,18-25,Premium
14326,Jan-Peter Heydrich,22,Motorola,Razr 40,541.6,503.69,EUR,0.93,3.0,Positive,Germany,German,2025-07-10,True,3,2,3,2,2,3,Flipkart,6,"(443.994, 707.968]",2025-07,18-25,Mid-range
14327,Alicia Brown,24,Google,Pixel 6,558.74,2050.58,AED,3.67,4.0,Positive,UAE,English,2022-11-14,True,2,3,3,3,4,4,AliExpress,7,"(443.994, 707.968]",2022-11,18-25,Upper-mid
14328,Vedant Khare,18,Realme,Realme Narzo 70,587.26,48742.58,INR,83.0,3.0,Positive,India,Hindi,2023-01-21,True,1,4,3,4,4,4,BestBuy,7,"(443.994, 707.968]",2023-01,18-25,Budget
14329,Eloá Silveira,25,Samsung,Galaxy S24,1383.01,7883.16,BRL,5.7,3.0,Neutral,Brazil,Portuguese,2023-04-22,True,3,2,4,2,2,2,BestBuy,5,"(1235.916, 1499.89]",2023-04,18-25,Premium
14330,Joshua Smith,32,Apple,iPhone 13,948.0,3479.16,AED,3.67,4.0,Positive,UAE,English,2022-11-03,True,3,2,5,4,3,6,Flipkart,9,"(707.968, 971.942]",2022-11,26-35,Premium
14331,Joanne Wood,18,Motorola,Moto G Power,689.25,537.62,GBP,0.78,3.0,Positive,UK,English,2023-11-10,True,3,1,1,3,1,3,eBay,6,"(443.994, 707.968]",2023-11,18-25,Mid-range
14332,Patricia Duncan,20,Xiaomi,Mi 13 Pro,377.43,577.47,AUD,1.53,4.0,Positive,Australia,English,2023-04-09,False,3,5,4,4,4,2,AliExpress,2,"(178.7, 443.994]",2023-04,18-25,Mid-range
14333,Sr. Dom Martins,27,Apple,iPhone 14,817.06,4657.24,BRL,5.7,4.0,Positive,Brazil,Portuguese,2024-11-24,True,4,2,2,5,5,3,Unknown,6,"(707.968, 971.942]",2024-11,26-35,Premium
14334,Frank Hövel-Hering,36,Realme,Realme Narzo 70,262.7,244.31,EUR,0.93,4.0,Positive,Germany,German,2025-07-20,False,3,5,3,5,5,1,AliExpress,1,"(178.7, 443.994]",2025-07,36-45,Budget
14335,Meta Linke B.Eng.,29,Google,Pixel 8,1031.8,959.57,EUR,0.93,4.0,Positive,Germany,German,2024-03-05,True,3,4,5,4,5,3,Amazon,6,"(971.942, 1235.916]",2024-03,26-35,Upper-mid
14336,Faqid Vasa,31,Realme,Realme Narzo 70,198.95,16512.85,INR,83.0,1.0,Negative,India,Hindi,2024-02-15,True,1,1,1,2,1,2,Amazon,5,"(178.7, 443.994]",2024-02,26-35,Budget
14337,Mrs Joanna Cooke,28,Samsung,Galaxy S24,1251.7,976.33,GBP,0.78,3.0,Neutral,UK,English,2025-07-04,True,2,1,2,3,2,1,BestBuy,4,"(1235.916, 1499.89]",2025-07,26-35,Premium
14338,Sandra Clark,39,Apple,iPhone 15 Pro,1281.78,1281.78,USD,1.0,4.0,Positive,USA,English,2024-06-29,False,3,5,5,3,3,5,Flipkart,5,"(1235.916, 1499.89]",2024-06,36-45,Premium
14339,Dr. Leonardo Mendonça,29,Motorola,Razr 40,474.52,2704.76,BRL,5.7,3.0,Positive,Brazil,Portuguese,2022-12-30,False,2,4,2,4,4,4,AliExpress,4,"(443.994, 707.968]",2022-12,26-35,Mid-range
14340,Lori Garza,41,Google,Pixel 6,558.72,771.03,CAD,1.38,3.0,Neutral,Canada,English,2024-01-17,False,4,5,3,5,4,1,Amazon,1,"(443.994, 707.968]",2024-01,36-45,Upper-mid
14341,Natalie Watts,32,Motorola,Edge 50,355.4,1304.32,AED,3.67,3.0,Positive,UAE,English,2025-05-16,True,3,2,2,4,3,6,AliExpress,9,"(178.7, 443.994]",2025-05,26-35,Mid-range
14342,Michael Molina,37,Samsung,Galaxy S24,728.83,1005.79,CAD,1.38,3.0,Positive,Canada,English,2024-12-23,True,2,4,2,3,4,7,AliExpress,10,"(707.968, 971.942]",2024-12,36-45,Premium
14343,Udant Vig,40,Motorola,Edge 50,490.96,40749.68,INR,83.0,4.0,Positive,India,Hindi,2023-05-13,True,4,5,3,4,3,6,Unknown,9,"(443.994, 707.968]",2023-05,36-45,Mid-range
14344,Jamie Henderson,36,Google,Pixel 6,1015.76,1015.76,USD,1.0,1.0,Negative,USA,English,2025-03-20,True,2,3,1,1,1,3,BestBuy,6,"(971.942, 1235.916]",2025-03,36-45,Upper-mid
14345,Prof. Magrit Wulff MBA.,32,OnePlus,OnePlus 12,554.4,515.59,EUR,0.93,3.0,Neutral,Germany,German,2025-02-12,True,3,4,3,1,2,4,BestBuy,7,"(443.994, 707.968]",2025-02,26-35,Upper-mid
14346,Brandy Powell,36,OnePlus,OnePlus 11R,806.57,806.57,USD,1.0,5.0,Positive,USA,English,2025-09-17,True,5,5,5,4,4,7,Flipkart,10,"(707.968, 971.942]",2025-09,36-45,Upper-mid
14347,Gregory Hardy,34,Apple,iPhone SE,901.44,703.12,GBP,0.78,4.0,Positive,UK,English,2025-03-31,True,3,4,1,1,2,4,BestBuy,7,"(707.968, 971.942]",2025-03,26-35,Premium
14348,Univ.Prof. Ortwin Mielcarek,21,Realme,Realme 12 Pro,396.41,368.66,EUR,0.93,3.0,Neutral,Germany,German,2024-09-24,True,3,1,3,4,3,1,Flipkart,4,"(178.7, 443.994]",2024-09,18-25,Budget
14349,Yadavi Samra,36,Google,Pixel 6,781.94,64901.02,INR,83.0,2.0,Negative,India,Hindi,2025-10-07,True,2,1,2,1,2,3,BestBuy,6,"(707.968, 971.942]",2025-10,36-45,Upper-mid
14350,Heather Mora,41,Realme,Realme 12 Pro,442.74,677.39,AUD,1.53,4.0,Positive,Australia,English,2024-01-25,True,4,3,2,3,3,5,BestBuy,8,"(178.7, 443.994]",2024-01,36-45,Budget
14351,Phillip Hyde,25,OnePlus,OnePlus Nord 3,691.85,539.64,GBP,0.78,5.0,Neutral,UK,English,2025-05-06,True,4,5,4,4,4,1,Amazon,4,"(443.994, 707.968]",2025-05,18-25,Upper-mid
14352,Matthew Flores,35,Xiaomi,Redmi Note 13,511.34,705.65,CAD,1.38,3.0,Neutral,Canada,English,2024-10-11,True,3,1,1,4,2,3,BestBuy,6,"(443.994, 707.968]",2024-10,26-35,Mid-range
14353,Maya Mendes,45,Apple,iPhone 14,1444.04,8231.03,BRL,5.7,4.0,Neutral,Brazil,Portuguese,2023-09-19,True,4,3,3,3,5,2,BestBuy,5,"(1235.916, 1499.89]",2023-09,36-45,Premium
14354,Rebecca Sims,26,Google,Pixel 8,1049.47,1605.69,AUD,1.53,4.0,Neutral,Australia,English,2022-11-15,True,2,3,5,3,2,0,Amazon,3,"(971.942, 1235.916]",2022-11,26-35,Upper-mid
14355,Turvi Nadkarni,32,OnePlus,OnePlus 11R,987.95,81999.85,INR,83.0,2.0,Neutral,India,Hindi,2022-12-13,True,2,2,2,2,1,3,Flipkart,6,"(971.942, 1235.916]",2022-12,26-35,Upper-mid
14356,Russell Whittaker-Lucas,47,Motorola,Moto G Power,505.34000000000003,394.17,GBP,0.78,1.0,Negative,UK,English,2023-11-11,True,1,2,1,1,2,2,AliExpress,5,"(443.994, 707.968]",2023-11,46-55,Mid-range
14357,Cynthia Santana,27,Motorola,Moto G Power,212.48,212.48,USD,1.0,5.0,Positive,USA,English,2025-03-19,False,4,5,5,5,4,4,Unknown,4,"(178.7, 443.994]",2025-03,26-35,Mid-range
14358,John Campbell,47,Samsung,Galaxy S24,465.54,1708.53,AED,3.67,3.0,Positive,UAE,English,2023-03-15,True,3,1,1,3,3,7,BestBuy,10,"(443.994, 707.968]",2023-03,46-55,Premium
14359,Michelle Hamilton,18,Xiaomi,Redmi Note 13,538.9,824.52,AUD,1.53,3.0,Neutral,Australia,English,2025-03-13,True,2,2,2,1,5,1,Unknown,4,"(443.994, 707.968]",2025-03,18-25,Mid-range
14360,Rose Cole,44,Realme,Realme 12 Pro,370.32,1359.07,AED,3.67,1.0,Negative,UAE,English,2024-09-15,True,1,1,1,1,1,3,Amazon,6,"(178.7, 443.994]",2024-09,36-45,Budget
14361,Robert Conway,37,Xiaomi,Redmi Note 13,286.57,1051.71,AED,3.67,1.0,Negative,UAE,English,2024-05-15,False,1,1,1,3,1,2,AliExpress,2,"(178.7, 443.994]",2024-05,36-45,Mid-range
14362,Sibel Kusch,41,Motorola,Razr 40,740.26,688.44,EUR,0.93,5.0,Positive,Germany,German,2022-10-26,True,5,4,4,3,5,3,AliExpress,6,"(707.968, 971.942]",2022-10,36-45,Mid-range
14363,Nicole Moore,24,Google,Pixel 8,724.81,2660.05,AED,3.67,4.0,Positive,UAE,English,2024-10-05,True,4,3,2,4,3,5,BestBuy,8,"(707.968, 971.942]",2024-10,18-25,Upper-mid
14364,Teresa Taylor MD,30,Samsung,Galaxy Note 20,405.52,405.52,USD,1.0,3.0,Neutral,USA,English,2022-10-26,True,2,2,3,4,2,3,Amazon,6,"(178.7, 443.994]",2022-10,26-35,Premium
14365,Yoshita Sarna,39,Samsung,Galaxy Z Flip,413.87,34351.21,INR,83.0,1.0,Negative,India,Hindi,2025-09-13,True,1,1,1,1,2,3,Amazon,6,"(178.7, 443.994]",2025-09,36-45,Premium
14366,Carol Fuller,46,OnePlus,OnePlus 11R,650.61,650.61,USD,1.0,4.0,Positive,USA,English,2025-01-15,True,3,4,3,2,3,5,AliExpress,8,"(443.994, 707.968]",2025-01,46-55,Upper-mid
14367,Dariusz Trüb,27,Apple,iPhone 14,1429.62,1329.55,EUR,0.93,5.0,Positive,Germany,German,2025-09-06,True,5,5,5,5,4,4,Unknown,7,"(1235.916, 1499.89]",2025-09,26-35,Premium
14368,Francesca Moss,35,OnePlus,OnePlus 11R,731.66,570.69,GBP,0.78,2.0,Negative,UK,English,2024-04-12,True,1,1,1,2,1,1,BestBuy,4,"(707.968, 971.942]",2024-04,26-35,Upper-mid
14369,Petra Weitzel,43,Samsung,Galaxy S24,483.31,449.48,EUR,0.93,4.0,Positive,Germany,German,2024-12-06,False,5,3,3,4,2,8,Flipkart,8,"(443.994, 707.968]",2024-12,36-45,Premium
14370,Ms Jacqueline Lewis,35,OnePlus,OnePlus 11R,556.78,434.29,GBP,0.78,4.0,Positive,UK,English,2025-02-02,True,2,4,3,4,2,5,Amazon,8,"(443.994, 707.968]",2025-02,26-35,Upper-mid
14371,Robert Johnson,32,Apple,iPhone 13,735.58,1125.44,AUD,1.53,1.0,Neutral,Australia,English,2025-05-08,True,1,1,1,1,1,3,Amazon,6,"(707.968, 971.942]",2025-05,26-35,Premium
14372,Sepp Täsche,23,OnePlus,OnePlus Nord 3,788.37,733.18,EUR,0.93,1.0,Negative,Germany,German,2025-08-31,False,1,1,1,1,1,1,Amazon,1,"(707.968, 971.942]",2025-08,18-25,Upper-mid
14373,Omisha Datta,25,Realme,Realme Narzo 70,392.82000000000005,32604.06,INR,83.0,4.0,Positive,India,Hindi,2023-08-10,False,5,5,2,4,4,7,AliExpress,7,"(178.7, 443.994]",2023-08,18-25,Budget
14374,Marie Reed,20,Samsung,Galaxy A55,1024.87,1024.87,USD,1.0,4.0,Positive,USA,English,2024-01-03,False,3,4,4,2,1,3,BestBuy,3,"(971.942, 1235.916]",2024-01,18-25,Premium
14375,Eric Weber,36,Xiaomi,Redmi Note 13,330.98,330.98,USD,1.0,3.0,Positive,USA,English,2025-03-14,True,3,2,2,2,3,5,AliExpress,8,"(178.7, 443.994]",2025-03,36-45,Mid-range
14376,Dr Dean Lawrence,22,Samsung,Galaxy Note 20,1197.86,934.33,GBP,0.78,4.0,Positive,UK,English,2024-09-26,True,5,2,4,4,3,4,Flipkart,7,"(971.942, 1235.916]",2024-09,18-25,Premium
14377,Yago da Paz,47,Apple,iPhone 15 Pro,1173.09,6686.61,BRL,5.7,5.0,Positive,Brazil,Portuguese,2025-02-08,True,3,3,4,5,5,4,Amazon,7,"(971.942, 1235.916]",2025-02,46-55,Premium
14378,Katherine Rodriguez,18,OnePlus,OnePlus 11R,986.33,986.33,USD,1.0,3.0,Positive,USA,English,2024-09-04,False,2,4,2,3,2,8,AliExpress,8,"(971.942, 1235.916]",2024-09,18-25,Upper-mid
14379,Chaaya Wadhwa,39,OnePlus,OnePlus 11R,939.1,77945.3,INR,83.0,2.0,Negative,India,Hindi,2025-06-28,True,2,1,2,1,2,3,AliExpress,6,"(707.968, 971.942]",2025-06,36-45,Upper-mid
14380,Dr. Isaque da Cunha,37,OnePlus,OnePlus 11R,362.29,2065.05,BRL,5.7,3.0,Neutral,Brazil,Portuguese,2023-08-31,True,4,3,4,1,1,2,eBay,5,"(178.7, 443.994]",2023-08,36-45,Upper-mid
14381,Ronald Dickson,18,Google,Pixel 7a,559.75,559.75,USD,1.0,1.0,Negative,USA,English,2023-01-03,True,1,1,1,1,1,0,Amazon,3,"(443.994, 707.968]",2023-01,18-25,Upper-mid
14382,Danielle Butler,41,OnePlus,OnePlus 12,782.36,782.36,USD,1.0,5.0,Positive,USA,English,2023-05-29,True,5,4,5,5,4,8,Flipkart,11,"(707.968, 971.942]",2023-05,36-45,Upper-mid
14383,Tamanna Gokhale,44,OnePlus,OnePlus 11R,775.66,64379.78,INR,83.0,3.0,Positive,India,Hindi,2023-12-09,True,2,1,3,2,1,6,Flipkart,9,"(707.968, 971.942]",2023-12,36-45,Upper-mid
14384,Lawrence Martin,18,Apple,iPhone 13,733.99,1012.91,CAD,1.38,1.0,Negative,Canada,English,2025-08-19,True,2,1,1,1,1,2,Amazon,5,"(707.968, 971.942]",2025-08,18-25,Premium
14385,Frau Annett Trüb B.A.,18,Xiaomi,Poco X6,608.34,565.76,EUR,0.93,4.0,Positive,Germany,German,2023-05-31,True,3,4,4,4,5,5,eBay,8,"(443.994, 707.968]",2023-05,18-25,Mid-range
14386,Hans-Gerhard Kruschwitz,18,OnePlus,OnePlus 11R,737.45,685.83,EUR,0.93,4.0,Positive,Germany,German,2024-08-10,True,3,4,4,2,4,5,Flipkart,8,"(707.968, 971.942]",2024-08,18-25,Upper-mid
14387,Arthur Glenn,30,OnePlus,OnePlus 12,357.28,1311.22,AED,3.67,5.0,Positive,UAE,English,2023-02-18,True,5,5,5,5,5,4,eBay,7,"(178.7, 443.994]",2023-02,26-35,Upper-mid
14388,Barbara Rodriguez,24,OnePlus,OnePlus 11R,548.98,2014.76,AED,3.67,5.0,Positive,UAE,English,2023-12-11,True,5,5,5,5,5,4,BestBuy,7,"(443.994, 707.968]",2023-12,18-25,Upper-mid
14389,Nathan Bath,35,Realme,Realme 12 Pro,283.91,23564.53,INR,83.0,1.0,Negative,India,Hindi,2024-10-30,False,2,1,1,1,1,5,AliExpress,5,"(178.7, 443.994]",2024-10,26-35,Budget
14390,Susan Delacruz,39,Apple,iPhone 13,798.59,1102.05,CAD,1.38,3.0,Positive,Canada,English,2025-02-22,True,2,2,3,1,5,5,BestBuy,8,"(707.968, 971.942]",2025-02,36-45,Premium
14391,Alícia Cassiano,21,Xiaomi,Redmi Note 13,687.5,3918.75,BRL,5.7,2.0,Neutral,Brazil,Portuguese,2023-07-16,False,1,1,3,2,2,1,Flipkart,1,"(443.994, 707.968]",2023-07,18-25,Mid-range
14392,Brian Peters,32,Apple,iPhone SE,1025.92,3765.13,AED,3.67,4.0,Positive,UAE,English,2025-07-24,True,5,3,5,3,5,2,eBay,5,"(971.942, 1235.916]",2025-07,26-35,Premium
14393,Erik Lee,26,OnePlus,OnePlus 12,715.12,1094.13,AUD,1.53,2.0,Neutral,Australia,English,2024-02-19,True,1,1,2,1,4,4,Flipkart,7,"(707.968, 971.942]",2024-02,26-35,Upper-mid
14394,Sean Walters,32,Xiaomi,Mi 13 Pro,444.67,613.64,CAD,1.38,4.0,Positive,Canada,English,2024-10-26,False,3,5,3,5,4,8,eBay,8,"(443.994, 707.968]",2024-10,26-35,Mid-range
14395,Ing. Baptist Nette B.Eng.,32,Motorola,Razr 40,669.45,622.59,EUR,0.93,5.0,Positive,Germany,German,2023-03-07,True,5,4,4,5,5,6,eBay,9,"(443.994, 707.968]",2023-03,26-35,Mid-range
14396,Yvonne Lee-Ward,21,Xiaomi,Poco X6,224.37,175.01,GBP,0.78,4.0,Positive,UK,English,2024-01-31,True,4,4,3,4,4,4,eBay,7,"(178.7, 443.994]",2024-01,18-25,Mid-range
14397,Robert White,22,Motorola,Edge 50,761.4,761.4,USD,1.0,1.0,Negative,USA,English,2023-11-10,True,1,1,1,1,1,4,Amazon,7,"(707.968, 971.942]",2023-11,18-25,Mid-range
14398,Luigi Fonseca,23,Apple,iPhone 13,1447.66,8251.66,BRL,5.7,2.0,Neutral,Brazil,Portuguese,2025-04-20,True,1,1,2,3,1,2,Flipkart,5,"(1235.916, 1499.89]",2025-04,18-25,Premium
14399,Oeshi Mitra,46,Google,Pixel 6,942.6,78235.8,INR,83.0,5.0,Positive,India,Hindi,2025-06-10,False,3,5,4,2,5,5,Amazon,5,"(707.968, 971.942]",2025-06,46-55,Upper-mid
14400,Matthew Sullivan,18,OnePlus,OnePlus Nord 3,405.0,558.9,CAD,1.38,5.0,Positive,Canada,English,2022-11-27,True,4,5,4,2,4,2,BestBuy,5,"(178.7, 443.994]",2022-11,18-25,Upper-mid
14401,Janet Hall,38,OnePlus,OnePlus 11R,789.07,2895.89,AED,3.67,5.0,Positive,UAE,English,2024-07-23,False,4,5,4,3,5,4,AliExpress,4,"(707.968, 971.942]",2024-07,36-45,Upper-mid
14402,Katrina Cook,48,Xiaomi,Mi 13 Pro,579.65,579.65,USD,1.0,5.0,Positive,USA,English,2023-01-14,True,5,4,4,5,5,5,eBay,8,"(443.994, 707.968]",2023-01,46-55,Mid-range
14403,Chaitaly Lala,32,Xiaomi,Poco X6,392.47,32575.01,INR,83.0,1.0,Negative,India,Hindi,2023-09-11,True,1,1,1,2,1,3,AliExpress,6,"(178.7, 443.994]",2023-09,26-35,Mid-range
14404,Ms Katherine Baker,22,Apple,iPhone 14,783.88,611.43,GBP,0.78,5.0,Positive,UK,English,2022-10-24,True,3,5,4,5,2,3,AliExpress,6,"(707.968, 971.942]",2022-10,18-25,Premium
14405,Gagan Sachdev,22,Motorola,Edge 50,563.53,46772.99,INR,83.0,4.0,Positive,India,Hindi,2024-05-12,True,5,2,5,3,3,4,BestBuy,7,"(443.994, 707.968]",2024-05,18-25,Mid-range
14406,David Smith,29,Realme,Realme 12 Pro,502.23,693.08,CAD,1.38,2.0,Negative,Canada,English,2024-06-23,True,1,1,1,2,1,3,AliExpress,6,"(443.994, 707.968]",2024-06,26-35,Budget
14407,Lisa Richard,21,Realme,Realme Narzo 70,437.65,1606.18,AED,3.67,2.0,Negative,UAE,English,2025-06-19,True,1,2,2,3,2,3,eBay,6,"(178.7, 443.994]",2025-06,18-25,Budget
